"KW"	"category"	"node_weight"	"occurrence"	"btw_cnt"	"cls_cnt"	"strength"	"qscore"	"Knode"	"ranking"	"CommunityMembership"
"1-methyl-4-phenylpyridinium/toxicity"	"MESH"	0.0084745762711864	1	0	0.422562917664553	1.78403239208729	0.0661845721305455	5.10858508666818	416	1
"ACSL4"	"GENE"	0.0423728813559322	5	10562.4095238095	0.603136576520381	8.8373526030156	0.921036967616925	8.84801757370891	254	2
"ADAMTS9-AS1"	"GENE"	0.0084745762711864	1	5.19261841100076	0.465271478555295	4.63848421942697	0.291346360861691	12.2968505104789	118	3
"ATF4"	"GENE"	0.0169491525423728	2	2583.62029419661	0.529963709487974	7.45698601420274	0.826737250034827	12.1500888262097	125	5
"BLVRB"	"GENE"	0.0084745762711864	1	0	0.475127747004403	1.78403239208729	0.0661845721305455	8.89436184593746	240	6
"CALR"	"GENE"	0.0084745762711864	1	25.6	0.475986397343503	2.14083887050475	0.115718519269006	4.78458277064892	431	7
"CASP3"	"GENE"	0.0084745762711864	1	173.08358485242	0.538884922317366	3.56806478417459	0.369853471967174	8.74584296240104	261	8
"CASP9"	"GENE"	0.0084745762711864	1	89.4266413467545	0.473031664087165	3.92487126259205	0.359573080381454	15.9395670034821	15	4
"CBR1"	"GENE"	0.0084745762711864	1	306.146283111585	0.562745920036411	4.28167774100951	0.509162751231621	12.624763889001	105	5
"CD274"	"GENE"	0.0338983050847457	4	5887.24086997301	0.685448390186804	10.3114378415424	0.935240181861932	4.38576737042894	457	9
"CD47"	"GENE"	0.0169491525423728	2	3505.41666666667	0.493363544627081	4.99529069784443	0.727770671597371	3.47724305603263	533	2
"CDH1"	"GENE"	0.0084745762711864	1	63.4876913896645	0.484709621552611	5.35209717626189	0.433144210432999	14.8700178075722	33	10
"CDH2"	"GENE"	0.0084745762711864	1	63.4876913896645	0.484709621552611	5.35209717626189	0.433144210432999	14.8700178075722	36	10
"CDKN2A"	"GENE"	0.0084745762711864	1	6.59035314520109	0.404453571467855	5.70890365467935	0.348133888881853	14.7541442422717	45	7
"CTNNB1"	"GENE"	0.0084745762711864	1	89.4266413467545	0.473031664087165	3.92487126259205	0.359573080381454	15.9395670034821	14	4
"DENR"	"GENE"	0.0084745762711864	1	17.2597402597403	0.440825242204231	4.28167774100951	0.284292245538937	7.89268654321478	301	11
"DNM1L"	"GENE"	0.0084745762711864	1	17.2597402597403	0.440825242204231	4.28167774100951	0.284292245538937	7.89268654321478	293	11
"EDN3"	"GENE"	0.0084745762711864	1	0	0.454249868840808	1.78403239208729	0.0661845721305455	4.0905848873552	469	1
"EDNRB"	"GENE"	0.0084745762711864	1	0	0.454249868840808	1.78403239208729	0.0661845721305455	4.0905848873552	467	1
"EEF1A2"	"GENE"	0.0084745762711864	1	0	0.394797824371741	1.42722591366984	0.0254556046655944	2.87709461248257	555	9
"EGFR"	"GENE"	0.0254237288135593	3	1947.0146699114	0.507231751078283	9.95463136312495	0.845002596218386	16.8621679004959	1	10
"EIF2S1"	"GENE"	0.0169491525423728	2	586.209127127933	0.461773396492267	5.35209717626189	0.652584820354352	14.09272721939	54	5
"ERBB2"	"GENE"	0.0084745762711864	1	0	0.388387827278467	1.78403239208729	0.0661845721305455	6.55019813532425	355	3
"FKBP8"	"GENE"	0.0084745762711864	1	17.2597402597403	0.440825242204231	4.28167774100951	0.284292245538937	7.89268654321478	296	11
"FTH1"	"GENE"	0.0338983050847457	4	1584.90838489783	0.543949099745439	9.59782488470749	0.825344157242183	13.8282956850042	58	10
"FUNDC1"	"GENE"	0.0084745762711864	1	17.2597402597403	0.440825242204231	4.28167774100951	0.284292245538937	7.89268654321478	298	11
"FXN"	"GENE"	0.0084745762711864	1	173.08358485242	0.538884922317366	3.56806478417459	0.369853471967174	8.74584296240104	257	8
